Concordant	Discordant	Missing	Filtered	TP	FP	TN	FN	num_neigh	program	sample	technology	coverage	experiment
2	8	0	0	2	0	10	8	8	kanpig	HG00733	r9	16x	ds
1	13	0	0	1	0	14	13	9	kanpig	HG00733	r9	16x	ds
0	38	0	0	0	0	38	38	10	kanpig	HG00733	r9	16x	ds
11322	1159	0	0	15915	201	7728	1118	0	svjedi	HG00733	r9	16x	ds
1570	4994	0	0	6261	4470	1844	553	1	svjedi	HG00733	r9	16x	ds
451	595	0	0	924	422	557	189	2	svjedi	HG00733	r9	16x	ds
165	256	0	0	361	184	225	72	3	svjedi	HG00733	r9	16x	ds
49	75	0	0	94	43	75	36	4	svjedi	HG00733	r9	16x	ds
22	54	0	0	56	32	42	22	5	svjedi	HG00733	r9	16x	ds
7	36	0	0	16	8	33	29	6	svjedi	HG00733	r9	16x	ds
6	15	0	0	8	2	19	13	7	svjedi	HG00733	r9	16x	ds
2	4	0	0	2	0	6	4	8	svjedi	HG00733	r9	16x	ds
2	5	0	0	4	2	5	3	9	svjedi	HG00733	r9	16x	ds
1	16	0	0	1	0	17	16	10	svjedi	HG00733	r9	16x	ds
10889	1625	0	0	15578	309	7648	1493	0	sniffles	HG00733	r9	16x	ds
1671	4926	0	0	6021	4137	2182	854	1	sniffles	HG00733	r9	16x	ds
448	691	0	0	862	362	701	353	2	sniffles	HG00733	r9	16x	ds
159	335	0	0	335	165	302	186	3	sniffles	HG00733	r9	16x	ds
41	169	0	0	85	42	149	144	4	sniffles	HG00733	r9	16x	ds
18	128	0	0	47	27	117	101	5	sniffles	HG00733	r9	16x	ds
7	112	0	0	12	4	111	111	6	sniffles	HG00733	r9	16x	ds
6	41	0	0	6	0	47	41	7	sniffles	HG00733	r9	16x	ds
2	9	0	0	2	0	11	9	8	sniffles	HG00733	r9	16x	ds
2	18	0	0	2	0	20	18	9	sniffles	HG00733	r9	16x	ds
0	36	0	0	1	1	35	35	10	sniffles	HG00733	r9	16x	ds
10363	2217	0	0	15051	402	7608	2099	0	cutesv	HG00733	r9	16x	ds
1662	4937	0	0	5559	3724	2601	1314	1	cutesv	HG00733	r9	16x	ds
366	764	0	0	636	237	806	581	2	cutesv	HG00733	r9	16x	ds
125	381	0	0	235	107	376	294	3	cutesv	HG00733	r9	16x	ds
25	200	0	0	53	26	190	181	4	cutesv	HG00733	r9	16x	ds
17	118	0	0	37	18	115	100	5	cutesv	HG00733	r9	16x	ds
2	90	0	0	5	3	86	90	6	cutesv	HG00733	r9	16x	ds
4	38	0	0	5	1	41	37	7	cutesv	HG00733	r9	16x	ds
1	8	0	0	1	0	9	8	8	cutesv	HG00733	r9	16x	ds
0	14	0	0	0	0	14	14	9	cutesv	HG00733	r9	16x	ds
1	22	0	0	1	0	23	22	10	cutesv	HG00733	r9	16x	ds
11552	1002	0	0	16194	215	7771	928	0	orig	HG00733	r9	16x	ds
2034	4650	0	0	6399	4114	2288	567	1	orig	HG00733	r9	16x	ds
614	492	0	0	1044	355	668	145	2	orig	HG00733	r9	16x	ds
249	219	0	0	417	147	299	73	3	orig	HG00733	r9	16x	ds
68	67	0	0	112	36	91	31	4	orig	HG00733	r9	16x	ds
44	42	0	0	69	22	61	20	5	orig	HG00733	r9	16x	ds
19	22	0	0	23	3	36	20	6	orig	HG00733	r9	16x	ds
12	10	0	0	13	1	21	9	7	orig	HG00733	r9	16x	ds
2	5	0	0	2	0	7	5	8	orig	HG00733	r9	16x	ds
2	4	0	0	3	1	5	3	9	orig	HG00733	r9	16x	ds
0	17	0	0	1	1	16	16	10	orig	HG00733	r9	16x	ds
11226	1445	0	0	15840	1432	7876	194	0	kanpig	HG00733	r10	32x	ts
4760	2744	0	0	6105	1850	6110	943	1	kanpig	HG00733	r10	32x	ts
1326	586	0	0	1638	452	1586	148	2	kanpig	HG00733	r10	32x	ts
776	390	0	0	933	306	994	99	3	kanpig	HG00733	r10	32x	ts
272	205	0	0	360	153	383	58	4	kanpig	HG00733	r10	32x	ts
154	145	0	0	194	109	259	36	5	kanpig	HG00733	r10	32x	ts
91	103	0	0	112	87	171	18	6	kanpig	HG00733	r10	32x	ts
59	69	0	0	70	59	117	10	7	kanpig	HG00733	r10	32x	ts
13	14	0	0	15	14	24	1	8	kanpig	HG00733	r10	32x	ts
12	23	0	0	19	16	28	7	9	kanpig	HG00733	r10	32x	ts
9	39	0	0	12	36	45	3	10	kanpig	HG00733	r10	32x	ts
12021	613	0	0	16931	307	7691	339	0	svjedi	HG00733	r10	32x	ts
3483	3890	0	0	7625	197	3221	3703	1	svjedi	HG00733	r10	32x	ts
1324	573	0	0	1983	93	1237	481	2	svjedi	HG00733	r10	32x	ts
753	397	0	0	1153	70	749	328	3	svjedi	HG00733	r10	32x	ts
316	155	0	0	468	39	318	117	4	svjedi	HG00733	r10	32x	ts
195	101	0	0	274	26	217	75	5	svjedi	HG00733	r10	32x	ts
126	63	0	0	175	19	139	45	6	svjedi	HG00733	r10	32x	ts
87	41	0	0	116	13	99	28	7	svjedi	HG00733	r10	32x	ts
23	4	0	0	27	2	23	2	8	svjedi	HG00733	r10	32x	ts
18	16	0	0	32	2	20	14	9	svjedi	HG00733	r10	32x	ts
37	11	0	0	39	9	46	2	10	svjedi	HG00733	r10	32x	ts
11605	1047	0	0	16360	887	7791	266	0	sniffles	HG00733	r10	32x	ts
2506	4996	0	0	7273	682	2665	4384	1	sniffles	HG00733	r10	32x	ts
952	962	0	0	1662	430	1166	570	2	sniffles	HG00733	r10	32x	ts
516	641	0	0	935	295	724	360	3	sniffles	HG00733	r10	32x	ts
186	291	0	0	368	145	291	150	4	sniffles	HG00733	r10	32x	ts
123	176	0	0	219	84	203	92	5	sniffles	HG00733	r10	32x	ts
77	115	0	0	127	70	142	45	6	sniffles	HG00733	r10	32x	ts
51	76	0	0	84	44	94	32	7	sniffles	HG00733	r10	32x	ts
8	19	0	0	21	8	12	13	8	sniffles	HG00733	r10	32x	ts
15	20	0	0	19	16	31	4	9	sniffles	HG00733	r10	32x	ts
13	35	0	0	32	16	29	19	10	sniffles	HG00733	r10	32x	ts
10984	1665	0	0	15553	1708	7826	211	0	cutesv	HG00733	r10	32x	ts
2857	4655	0	0	6129	1837	3968	3090	1	cutesv	HG00733	r10	32x	ts
571	1340	0	0	819	1271	1534	198	2	cutesv	HG00733	r10	32x	ts
231	939	0	0	299	944	1034	63	3	cutesv	HG00733	r10	32x	ts
51	426	0	0	67	446	427	14	4	cutesv	HG00733	r10	32x	ts
27	272	0	0	39	264	285	10	5	cutesv	HG00733	r10	32x	ts
11	182	0	0	12	186	187	1	6	cutesv	HG00733	r10	32x	ts
9	119	0	0	9	120	127	0	7	cutesv	HG00733	r10	32x	ts
0	27	0	0	0	29	25	0	8	cutesv	HG00733	r10	32x	ts
2	33	0	0	2	33	35	0	9	cutesv	HG00733	r10	32x	ts
0	48	0	0	0	48	48	0	10	cutesv	HG00733	r10	32x	ts
11290	1236	0	0	15883	184	7782	1203	0	kanpig	HG00733	r10	32x	ds
2314	4330	0	0	5659	3125	3241	1263	1	kanpig	HG00733	r10	32x	ds
566	515	0	0	872	249	756	285	2	kanpig	HG00733	r10	32x	ds
219	240	0	0	344	111	325	138	3	kanpig	HG00733	r10	32x	ds
65	109	0	0	97	28	136	87	4	kanpig	HG00733	r10	32x	ds
24	59	0	0	47	21	59	39	5	kanpig	HG00733	r10	32x	ds
13	64	0	0	20	6	69	59	6	kanpig	HG00733	r10	32x	ds
10	31	0	0	10	0	41	31	7	kanpig	HG00733	r10	32x	ds
2	3	0	0	2	0	4	4	8	kanpig	HG00733	r10	32x	ds
3	5	0	0	3	0	8	5	9	kanpig	HG00733	r10	32x	ds
0	11	0	0	1	1	10	10	10	kanpig	HG00733	r10	32x	ds
11466	1044	0	0	16125	230	7717	948	0	svjedi	HG00733	r10	32x	ds
1510	5114	0	0	6369	4630	1725	524	1	svjedi	HG00733	r10	32x	ds
479	593	0	0	991	449	549	155	2	svjedi	HG00733	r10	32x	ds
176	268	0	0	389	199	230	70	3	svjedi	HG00733	r10	32x	ds
57	94	0	0	118	57	89	38	4	svjedi	HG00733	r10	32x	ds
25	38	0	0	53	26	35	12	5	svjedi	HG00733	r10	32x	ds
15	41	0	0	26	10	44	32	6	svjedi	HG00733	r10	32x	ds
8	13	0	0	11	3	18	10	7	svjedi	HG00733	r10	32x	ds
2	1	0	0	2	0	3	1	8	svjedi	HG00733	r10	32x	ds
1	2	0	0	3	2	1	0	9	svjedi	HG00733	r10	32x	ds
0	10	0	0	0	0	10	10	10	svjedi	HG00733	r10	32x	ds
11360	1159	0	0	15981	203	7755	1099	0	sniffles	HG00733	r10	32x	ds
1863	4817	0	0	6218	4131	2259	752	1	sniffles	HG00733	r10	32x	ds
502	661	0	0	962	395	678	291	2	sniffles	HG00733	r10	32x	ds
187	340	0	0	368	169	335	182	3	sniffles	HG00733	r10	32x	ds
55	153	0	0	105	47	152	112	4	sniffles	HG00733	r10	32x	ds
26	87	0	0	51	23	87	65	5	sniffles	HG00733	r10	32x	ds
18	75	0	0	22	3	88	73	6	sniffles	HG00733	r10	32x	ds
8	56	0	0	9	1	63	55	7	sniffles	HG00733	r10	32x	ds
1	8	0	0	2	1	7	8	8	sniffles	HG00733	r10	32x	ds
3	11	0	0	3	0	14	11	9	sniffles	HG00733	r10	32x	ds
0	39	0	0	0	0	39	39	10	sniffles	HG00733	r10	32x	ds
10897	1664	0	0	15396	187	7802	1737	0	cutesv	HG00733	r10	32x	ds
1854	4793	0	0	5715	3693	2674	1212	1	cutesv	HG00733	r10	32x	ds
428	714	0	0	708	238	815	523	2	cutesv	HG00733	r10	32x	ds
151	351	0	0	247	93	383	281	3	cutesv	HG00733	r10	32x	ds
38	176	0	0	64	24	181	159	4	cutesv	HG00733	r10	32x	ds
18	82	0	0	35	15	83	67	5	cutesv	HG00733	r10	32x	ds
3	91	0	0	5	2	89	92	6	cutesv	HG00733	r10	32x	ds
7	31	0	0	7	0	38	31	7	cutesv	HG00733	r10	32x	ds
1	9	0	0	1	0	10	9	8	cutesv	HG00733	r10	32x	ds
1	15	0	0	1	0	16	15	9	cutesv	HG00733	r10	32x	ds
1	19	0	0	1	0	20	19	10	cutesv	HG00733	r10	32x	ds
11552	1002	0	0	16194	215	7771	928	0	orig	HG00733	r10	32x	ds
2034	4650	0	0	6399	4114	2288	567	1	orig	HG00733	r10	32x	ds
614	492	0	0	1044	355	668	145	2	orig	HG00733	r10	32x	ds
249	219	0	0	417	147	299	73	3	orig	HG00733	r10	32x	ds
68	67	0	0	112	36	91	31	4	orig	HG00733	r10	32x	ds
44	42	0	0	69	22	61	20	5	orig	HG00733	r10	32x	ds
19	22	0	0	23	3	36	20	6	orig	HG00733	r10	32x	ds
12	10	0	0	13	1	21	9	7	orig	HG00733	r10	32x	ds
2	5	0	0	2	0	7	5	8	orig	HG00733	r10	32x	ds
2	4	0	0	3	1	5	3	9	orig	HG00733	r10	32x	ds
0	17	0	0	1	1	16	16	10	orig	HG00733	r10	32x	ds
10748	1920	0	0	15209	2059	7938	130	0	kanpig	HG00733	r9	32x	ts
4398	3100	0	0	5682	2267	6147	900	1	kanpig	HG00733	r9	32x	ts
1200	712	0	0	1482	608	1605	129	2	kanpig	HG00733	r9	32x	ts
684	478	0	0	835	400	995	94	3	kanpig	HG00733	r9	32x	ts
266	211	0	0	345	168	392	49	4	kanpig	HG00733	r9	32x	ts
126	173	0	0	166	137	259	36	5	kanpig	HG00733	r9	32x	ts
80	114	0	0	103	96	168	21	6	kanpig	HG00733	r9	32x	ts
54	74	0	0	66	63	116	11	7	kanpig	HG00733	r9	32x	ts
11	16	0	0	13	16	24	1	8	kanpig	HG00733	r9	32x	ts
11	24	0	0	16	19	30	5	9	kanpig	HG00733	r9	32x	ts
11	37	0	0	15	33	44	4	10	kanpig	HG00733	r9	32x	ts
12045	589	0	0	16919	320	7733	296	0	svjedi	HG00733	r9	32x	ts
3606	3843	0	0	7734	166	3312	3686	1	svjedi	HG00733	r9	32x	ts
1385	516	0	0	2020	60	1266	456	2	svjedi	HG00733	r9	32x	ts
797	356	0	0	1172	54	777	303	3	svjedi	HG00733	r9	32x	ts
341	135	0	0	483	29	333	107	4	svjedi	HG00733	r9	32x	ts
214	83	0	0	286	15	225	68	5	svjedi	HG00733	r9	32x	ts
138	52	0	0	182	13	146	39	6	svjedi	HG00733	r9	32x	ts
99	29	0	0	124	5	103	24	7	svjedi	HG00733	r9	32x	ts
23	4	0	0	28	1	22	3	8	svjedi	HG00733	r9	32x	ts
26	9	0	0	35	0	26	9	9	svjedi	HG00733	r9	32x	ts
40	8	0	0	40	8	48	0	10	svjedi	HG00733	r9	32x	ts
11569	1072	0	0	16296	933	7804	249	0	sniffles	HG00733	r9	32x	ts
2262	5239	0	0	7208	746	2473	4575	1	sniffles	HG00733	r9	32x	ts
916	1000	0	0	1670	425	1130	607	2	sniffles	HG00733	r9	32x	ts
423	736	0	0	902	330	661	425	3	sniffles	HG00733	r9	32x	ts
169	308	0	0	379	134	262	179	4	sniffles	HG00733	r9	32x	ts
104	195	0	0	207	96	196	99	5	sniffles	HG00733	r9	32x	ts
56	137	0	0	128	70	119	69	6	sniffles	HG00733	r9	32x	ts
53	75	0	0	94	35	87	40	7	sniffles	HG00733	r9	32x	ts
8	19	0	0	20	9	14	11	8	sniffles	HG00733	r9	32x	ts
7	28	0	0	22	13	20	15	9	sniffles	HG00733	r9	32x	ts
9	39	0	0	23	25	34	14	10	sniffles	HG00733	r9	32x	ts
11028	1621	0	0	15553	1708	7862	175	0	cutesv	HG00733	r9	32x	ts
2526	4986	0	0	6013	1953	3754	3304	1	cutesv	HG00733	r9	32x	ts
540	1371	0	0	781	1309	1535	197	2	cutesv	HG00733	r9	32x	ts
201	969	0	0	281	962	1021	76	3	cutesv	HG00733	r9	32x	ts
52	425	0	0	70	443	425	16	4	cutesv	HG00733	r9	32x	ts
26	273	0	0	36	267	287	8	5	cutesv	HG00733	r9	32x	ts
5	188	0	0	6	192	187	1	6	cutesv	HG00733	r9	32x	ts
6	122	0	0	6	123	127	0	7	cutesv	HG00733	r9	32x	ts
0	27	0	0	0	29	25	0	8	cutesv	HG00733	r9	32x	ts
1	34	0	0	1	34	35	0	9	cutesv	HG00733	r9	32x	ts
0	48	0	0	0	48	48	0	10	cutesv	HG00733	r9	32x	ts
10329	2238	0	0	14666	127	7879	2462	0	kanpig	HG00733	r9	32x	ds
1977	4656	0	0	4994	2830	3517	1925	1	kanpig	HG00733	r9	32x	ds
458	659	0	0	711	205	835	483	2	kanpig	HG00733	r9	32x	ds
181	329	0	0	267	74	409	270	3	kanpig	HG00733	r9	32x	ds
43	148	0	0	71	26	151	134	4	kanpig	HG00733	r9	32x	ds
18	93	0	0	40	20	88	74	5	kanpig	HG00733	r9	32x	ds
8	69	0	0	14	5	70	65	6	kanpig	HG00733	r9	32x	ds
6	34	0	0	9	3	37	31	7	kanpig	HG00733	r9	32x	ds
2	6	0	0	2	0	8	6	8	kanpig	HG00733	r9	32x	ds
2	9	0	0	2	0	11	9	9	kanpig	HG00733	r9	32x	ds
0	32	0	0	0	0	32	32	10	kanpig	HG00733	r9	32x	ds
11368	1114	0	0	15954	194	7736	1080	0	svjedi	HG00733	r9	32x	ds
1552	5003	0	0	6273	4501	1809	527	1	svjedi	HG00733	r9	32x	ds
452	584	0	0	934	430	543	165	2	svjedi	HG00733	r9	32x	ds
168	247	0	0	362	182	221	65	3	svjedi	HG00733	r9	32x	ds
48	66	0	0	93	43	66	26	4	svjedi	HG00733	r9	32x	ds
22	50	0	0	56	32	38	18	5	svjedi	HG00733	r9	32x	ds
8	34	0	0	15	6	34	29	6	svjedi	HG00733	r9	32x	ds
8	14	0	0	9	1	21	13	7	svjedi	HG00733	r9	32x	ds
2	4	0	0	2	0	6	4	8	svjedi	HG00733	r9	32x	ds
2	4	0	0	3	1	5	3	9	svjedi	HG00733	r9	32x	ds
1	16	0	0	1	0	17	16	10	svjedi	HG00733	r9	32x	ds
11233	1271	0	0	15824	208	7743	1233	0	sniffles	HG00733	r9	32x	ds
1661	4966	0	0	6155	4282	2056	761	1	sniffles	HG00733	r9	32x	ds
439	689	0	0	897	406	644	309	2	sniffles	HG00733	r9	32x	ds
155	370	0	0	338	172	324	216	3	sniffles	HG00733	r9	32x	ds
37	189	0	0	92	53	154	153	4	sniffles	HG00733	r9	32x	ds
17	128	0	0	49	30	113	98	5	sniffles	HG00733	r9	32x	ds
5	126	0	0	10	4	123	125	6	sniffles	HG00733	r9	32x	ds
5	66	0	0	6	1	70	65	7	sniffles	HG00733	r9	32x	ds
1	10	0	0	2	1	10	9	8	sniffles	HG00733	r9	32x	ds
1	19	0	0	3	2	18	17	9	sniffles	HG00733	r9	32x	ds
0	36	0	0	1	1	35	35	10	sniffles	HG00733	r9	32x	ds
10895	1682	0	0	15363	163	7846	1782	0	cutesv	HG00733	r9	32x	ds
1778	4862	0	0	5680	3728	2641	1231	1	cutesv	HG00733	r9	32x	ds
402	715	0	0	675	236	801	522	2	cutesv	HG00733	r9	32x	ds
125	372	0	0	234	107	370	283	3	cutesv	HG00733	r9	32x	ds
29	186	0	0	53	22	185	170	4	cutesv	HG00733	r9	32x	ds
14	113	0	0	35	19	106	94	5	cutesv	HG00733	r9	32x	ds
3	89	0	0	6	3	87	88	6	cutesv	HG00733	r9	32x	ds
5	39	0	0	6	1	43	38	7	cutesv	HG00733	r9	32x	ds
1	8	0	0	1	0	9	8	8	cutesv	HG00733	r9	32x	ds
0	14	0	0	0	0	14	14	9	cutesv	HG00733	r9	32x	ds
1	22	0	0	1	0	23	22	10	cutesv	HG00733	r9	32x	ds
11552	1002	0	0	16194	215	7771	928	0	orig	HG00733	r9	32x	ds
2034	4650	0	0	6399	4114	2288	567	1	orig	HG00733	r9	32x	ds
614	492	0	0	1044	355	668	145	2	orig	HG00733	r9	32x	ds
249	219	0	0	417	147	299	73	3	orig	HG00733	r9	32x	ds
68	67	0	0	112	36	91	31	4	orig	HG00733	r9	32x	ds
44	42	0	0	69	22	61	20	5	orig	HG00733	r9	32x	ds
19	22	0	0	23	3	36	20	6	orig	HG00733	r9	32x	ds
12	10	0	0	13	1	21	9	7	orig	HG00733	r9	32x	ds
2	5	0	0	2	0	7	5	8	orig	HG00733	r9	32x	ds
2	4	0	0	3	1	5	3	9	orig	HG00733	r9	32x	ds
0	17	0	0	1	1	16	16	10	orig	HG00733	r9	32x	ds
10351	2277	0	0	15336	1873	7453	594	0	kanpig	HG00733	r10	8x	ts
4593	2865	0	0	5967	1930	6046	973	1	kanpig	HG00733	r10	8x	ts
1221	679	0	0	1576	499	1528	197	2	kanpig	HG00733	r10	8x	ts
696	457	0	0	882	340	956	128	3	kanpig	HG00733	r10	8x	ts
252	223	0	0	345	166	376	63	4	kanpig	HG00733	r10	8x	ts
144	152	0	0	190	110	250	42	5	kanpig	HG00733	r10	8x	ts
74	120	0	0	100	99	167	22	6	kanpig	HG00733	r10	8x	ts
52	76	0	0	65	64	115	12	7	kanpig	HG00733	r10	8x	ts
11	16	0	0	15	14	23	2	8	kanpig	HG00733	r10	8x	ts
11	24	0	0	17	18	29	6	9	kanpig	HG00733	r10	8x	ts
12	36	0	0	15	33	45	3	10	kanpig	HG00733	r10	8x	ts
11634	982	0	0	16708	507	7507	510	0	svjedi	HG00733	r10	8x	ts
3233	3938	0	0	7317	301	3079	3645	1	svjedi	HG00733	r10	8x	ts
1212	645	0	0	1899	134	1169	512	2	svjedi	HG00733	r10	8x	ts
695	445	0	0	1117	96	716	351	3	svjedi	HG00733	r10	8x	ts
285	179	0	0	450	50	298	130	4	svjedi	HG00733	r10	8x	ts
169	116	0	0	257	32	197	84	5	svjedi	HG00733	r10	8x	ts
99	83	0	0	151	36	129	48	6	svjedi	HG00733	r10	8x	ts
78	50	0	0	115	14	91	36	7	svjedi	HG00733	r10	8x	ts
22	5	0	0	28	1	21	4	8	svjedi	HG00733	r10	8x	ts
12	22	0	0	30	4	16	18	9	svjedi	HG00733	r10	8x	ts
38	10	0	0	40	8	46	2	10	svjedi	HG00733	r10	8x	ts
10225	2404	0	0	15497	1715	7251	795	0	sniffles	HG00733	r10	8x	ts
2569	4911	0	0	7108	819	2888	4145	1	sniffles	HG00733	r10	8x	ts
1011	896	0	0	1681	401	1219	513	2	sniffles	HG00733	r10	8x	ts
561	597	0	0	918	313	785	300	3	sniffles	HG00733	r10	8x	ts
236	241	0	0	384	129	324	117	4	sniffles	HG00733	r10	8x	ts
136	163	0	0	203	100	232	63	5	sniffles	HG00733	r10	8x	ts
110	82	0	0	141	56	161	26	6	sniffles	HG00733	r10	8x	ts
69	59	0	0	80	49	117	10	7	sniffles	HG00733	r10	8x	ts
17	10	0	0	19	10	24	1	8	sniffles	HG00733	r10	8x	ts
19	16	0	0	26	9	28	7	9	sniffles	HG00733	r10	8x	ts
17	31	0	0	31	17	34	14	10	sniffles	HG00733	r10	8x	ts
9581	3068	0	0	14903	2358	7044	993	0	cutesv	HG00733	r10	8x	ts
2328	5184	0	0	5966	2000	3601	3457	1	cutesv	HG00733	r10	8x	ts
499	1412	0	0	810	1280	1470	262	2	cutesv	HG00733	r10	8x	ts
207	963	0	0	295	948	1013	84	3	cutesv	HG00733	r10	8x	ts
54	423	0	0	77	436	421	20	4	cutesv	HG00733	r10	8x	ts
39	260	0	0	51	252	285	10	5	cutesv	HG00733	r10	8x	ts
20	173	0	0	22	176	188	0	6	cutesv	HG00733	r10	8x	ts
11	117	0	0	11	118	127	0	7	cutesv	HG00733	r10	8x	ts
0	27	0	0	1	28	25	0	8	cutesv	HG00733	r10	8x	ts
2	33	0	0	2	33	35	0	9	cutesv	HG00733	r10	8x	ts
0	48	0	0	0	48	48	0	10	cutesv	HG00733	r10	8x	ts
10335	2196	0	0	15311	598	7374	1779	0	kanpig	HG00733	r10	8x	ds
2205	4409	0	0	5552	3131	3205	1340	1	kanpig	HG00733	r10	8x	ds
518	557	0	0	841	268	733	308	2	kanpig	HG00733	r10	8x	ds
194	290	0	0	328	121	340	179	3	kanpig	HG00733	r10	8x	ds
64	134	0	0	100	32	159	105	4	kanpig	HG00733	r10	8x	ds
19	69	0	0	42	21	65	48	5	kanpig	HG00733	r10	8x	ds
8	81	0	0	16	7	80	75	6	kanpig	HG00733	r10	8x	ds
9	35	0	0	10	1	43	34	7	kanpig	HG00733	r10	8x	ds
2	6	0	0	2	0	7	7	8	kanpig	HG00733	r10	8x	ds
2	9	0	0	3	1	10	8	9	kanpig	HG00733	r10	8x	ds
0	17	0	0	1	1	16	16	10	kanpig	HG00733	r10	8x	ds
11087	1428	0	0	15916	406	7547	1161	0	svjedi	HG00733	r10	8x	ds
1434	5164	0	0	6303	4642	1685	566	1	svjedi	HG00733	r10	8x	ds
446	625	0	0	975	468	525	174	2	svjedi	HG00733	r10	8x	ds
160	292	0	0	382	209	228	85	3	svjedi	HG00733	r10	8x	ds
51	111	0	0	118	63	93	50	4	svjedi	HG00733	r10	8x	ds
22	45	0	0	55	32	34	13	5	svjedi	HG00733	r10	8x	ds
12	43	0	0	25	12	41	32	6	svjedi	HG00733	r10	8x	ds
8	13	0	0	11	3	18	10	7	svjedi	HG00733	r10	8x	ds
2	1	0	0	2	0	3	1	8	svjedi	HG00733	r10	8x	ds
0	3	0	0	3	3	0	0	9	svjedi	HG00733	r10	8x	ds
0	10	0	0	0	0	10	10	10	svjedi	HG00733	r10	8x	ds
9952	2578	0	0	15095	743	7224	1998	0	sniffles	HG00733	r10	8x	ds
1784	4794	0	0	5937	3929	2375	915	1	sniffles	HG00733	r10	8x	ds
482	647	0	0	906	360	680	312	2	sniffles	HG00733	r10	8x	ds
190	313	0	0	340	136	344	186	3	sniffles	HG00733	r10	8x	ds
58	138	0	0	102	41	147	102	4	sniffles	HG00733	r10	8x	ds
28	76	0	0	51	21	80	56	5	sniffles	HG00733	r10	8x	ds
14	68	0	0	19	4	76	65	6	sniffles	HG00733	r10	8x	ds
8	41	0	0	9	1	48	40	7	sniffles	HG00733	r10	8x	ds
2	5	0	0	2	0	7	5	8	sniffles	HG00733	r10	8x	ds
3	8	0	0	3	0	11	8	9	sniffles	HG00733	r10	8x	ds
0	27	0	0	1	1	26	26	10	sniffles	HG00733	r10	8x	ds
9465	3111	0	0	14705	961	7042	2444	0	cutesv	HG00733	r10	8x	ds
1567	5036	0	0	5517	3785	2538	1366	1	cutesv	HG00733	r10	8x	ds
348	766	0	0	685	299	726	518	2	cutesv	HG00733	r10	8x	ds
125	373	0	0	229	102	367	298	3	cutesv	HG00733	r10	8x	ds
38	183	0	0	63	23	189	167	4	cutesv	HG00733	r10	8x	ds
19	63	0	0	35	14	65	50	5	cutesv	HG00733	r10	8x	ds
3	101	0	0	5	2	99	102	6	cutesv	HG00733	r10	8x	ds
7	34	0	0	7	0	41	34	7	cutesv	HG00733	r10	8x	ds
1	10	0	0	1	0	10	11	8	cutesv	HG00733	r10	8x	ds
0	15	0	0	0	0	15	15	9	cutesv	HG00733	r10	8x	ds
1	19	0	0	1	0	20	19	10	cutesv	HG00733	r10	8x	ds
11552	1002	0	0	16194	215	7771	928	0	orig	HG00733	r10	8x	ds
2034	4650	0	0	6399	4114	2288	567	1	orig	HG00733	r10	8x	ds
614	492	0	0	1044	355	668	145	2	orig	HG00733	r10	8x	ds
249	219	0	0	417	147	299	73	3	orig	HG00733	r10	8x	ds
68	67	0	0	112	36	91	31	4	orig	HG00733	r10	8x	ds
44	42	0	0	69	22	61	20	5	orig	HG00733	r10	8x	ds
19	22	0	0	23	3	36	20	6	orig	HG00733	r10	8x	ds
12	10	0	0	13	1	21	9	7	orig	HG00733	r10	8x	ds
2	5	0	0	2	0	7	5	8	orig	HG00733	r10	8x	ds
2	4	0	0	3	1	5	3	9	orig	HG00733	r10	8x	ds
0	17	0	0	1	1	16	16	10	orig	HG00733	r10	8x	ds
9930	2710	0	0	14695	2535	7599	451	0	kanpig	HG00733	r9	8x	ts
4361	3125	0	0	5651	2286	6136	899	1	kanpig	HG00733	r9	8x	ts
1148	758	0	0	1455	628	1579	150	2	kanpig	HG00733	r9	8x	ts
629	529	0	0	813	418	958	127	3	kanpig	HG00733	r9	8x	ts
250	227	0	0	336	177	384	57	4	kanpig	HG00733	r9	8x	ts
141	158	0	0	187	116	253	42	5	kanpig	HG00733	r9	8x	ts
71	123	0	0	99	100	163	26	6	kanpig	HG00733	r9	8x	ts
60	68	0	0	74	55	114	13	7	kanpig	HG00733	r9	8x	ts
12	15	0	0	14	15	24	1	8	kanpig	HG00733	r9	8x	ts
12	23	0	0	17	18	30	5	9	kanpig	HG00733	r9	8x	ts
10	38	0	0	12	36	46	2	10	kanpig	HG00733	r9	8x	ts
11636	981	0	0	16677	540	7543	474	0	svjedi	HG00733	r9	8x	ts
3394	3886	0	0	7470	259	3195	3636	1	svjedi	HG00733	r9	8x	ts
1293	580	0	0	1943	109	1223	471	2	svjedi	HG00733	r9	8x	ts
720	415	0	0	1120	88	733	329	3	svjedi	HG00733	r9	8x	ts
317	153	0	0	468	38	318	116	4	svjedi	HG00733	r9	8x	ts
201	94	0	0	278	21	218	73	5	svjedi	HG00733	r9	8x	ts
118	68	0	0	169	22	135	46	6	svjedi	HG00733	r9	8x	ts
87	39	0	0	117	10	96	29	7	svjedi	HG00733	r9	8x	ts
21	6	0	0	26	3	22	3	8	svjedi	HG00733	r9	8x	ts
22	13	0	0	34	1	23	12	9	svjedi	HG00733	r9	8x	ts
22	26	0	0	29	19	41	7	10	svjedi	HG00733	r9	8x	ts
10289	2346	0	0	15458	1763	7349	700	0	sniffles	HG00733	r9	8x	ts
2468	5020	0	0	7051	890	2833	4202	1	sniffles	HG00733	r9	8x	ts
